OBJECTID,ID,NAME,TELEPHONE,ADDRESS,CITY,STATE,COUNTY,X,Y
2167,10836275,LOS FRESNOS POLICE DEPARTMENT,956-233-4474,200 NORTH BRAZIL STREET,LOS FRESNOS,TX,CAMERON,-97.4783312,26.0730227
2168,10836274,LOS FRESNOS INDEPENDENT SCHOOL DISTRICT POLICE DEPARTMENT,956-233-3741,600 NORTH MESQUITE STREET,LOS FRESNOS,TX,CAMERON,-97.4832704,26.0748182
2169,10836694,HASKELL POLICE DEPARTMENT,940-864-2323,200 NORTH AVENUE E,HASKELL,TX,HASKELL,-99.733592,33.1588663
2170,10838990,BUTNER PUBLIC SAFETY,919-575-6562,611 CENTRAL AVENUE,BUTNER,NC,GRANVILLE,-78.7646558,36.1397797
2171,10416505,MOORESVILLE POLICE DEPARTMENT,704-664-3311,750 WEST IREDELL AVENUE,MOORESVILLE,NC,IREDELL,-80.8167251,35.5933038
2172,10223555,RAGLAND POLICE DEPARTMENT,205-472-2152,146 CHURCH STREET,RAGLAND,AL,ST CLAIR,-86.1561242,33.7416394
2173,10169489,JAMESBURG POLICE DEPARTMENT,732-521-0011,131 PERRINEVILLE ROAD,JAMESBURG,NJ,MIDDLESEX,-74.4390233,40.3453519
2174,10760914,RED CLAY STATE HISTORIC PARK RANGER STATION,423-478-0339,1140 RED CLAY PARK ROAD SOUTHWEST,CLEVELAND,TN,BRADLEY,-84.9378721,35.0155074
2175,10305108,BLAINE POLICE DEPARTMENT,360-332-6769,322 H STREET,BLAINE,WA,WHATCOM,-122.7493368,48.9942362
2176,10424265,NORTH CAROLINA FORESTRY SERVICE,828-479-6341,100 JOHN MCKELDREY ROAD,ROBBINSVILLE,NC,GRAHAM,-83.8338467,35.3344696
2177,10760915,COVE LAKE STATE PARK RANGER STATION,423-566-9701,110 COVE LAKE LANE,CARYVILLE,TN,CAMPBELL,-84.2133731,36.3083276
2178,10770325,AMELIA POLICE DEPARTMENT,513-753-4747,44 WEST MAIN STREET,AMELIA,OH,CLERMONT,-84.2206873,39.0293522
2179,10833924,CONNECTICUT STATE POLICE TROOP C - ELLINGTON RESIDENT STATE TROOPER,860-875-1522,33 ARBOR WAY,ELLINGTON,CT,TOLLAND,-72.4639221,41.9031611
2180,10760744,RUTLEDGE POLICE DEPARTMENT,865-828-3660,8060 RUTLEDGE PIKE,RUTLEDGE,TN,GRAINGER,-83.5147391,36.2805231
2181,10833895,CONNECTICUT STATE POLICE TROOP D - CHAPLIN RESIDENT STATE TROOPER,860-455-2069,495 PHOENIXVILLE ROAD,CHAPLIN,CT,WINDHAM,-72.1250686,41.8014583
2182,10837795,RICHMOND CITY POLICE DEPARTMENT PRECINCT 2,804-646-8093,177 EAST BELT BOULEVARD,RICHMOND,VA,RICHMOND CITY,-77.4818934,37.5066367
2183,10760822,TUSCULUM POLICE DEPARTMENT,423-638-6211,145 ALEXANDER STREET,GREENEVILLE,TN,GREENE,-82.7556268,36.1764756
2184,11538601,POLICIA MUNICIPAL DE VILLALBA,787-847-0550,CARRETERA 150 Y CARRETERA 589,VILLALBA,PR,VILLALBA,-66.4972708,18.1257357
2185,10760747,SAVANNAH POLICE DEPARTMENT,731-925-4989,80 KING STREET,SAVANNAH,TN,HARDIN,-88.2370317,35.2283416
2186,10833981,CONNECTICUT STATE POLICE TROOP E - PRESTON RESIDENT STATE TROOPER,860-848-6500,389 STATE HIGHWAY 2,PRESTON,CT,NEW LONDON,-71.9927601,41.4895188
2187,10769780,GAYLORD POLICE DEPARTMENT,989-732-1777,305 EAST MAIN STREET,GAYLORD,MI,OTSEGO,-84.6709689,45.0278801
2188,10683366,NORTH DAKOTA STATE HIGHWAY PATROL - SOUTHWEST REGION - DICKINSON,701-227-6565,1700 3RD AVENUE WEST,DICKINSON,ND,STARK,-102.7892937,46.901306
2189,10171252,GOOSE CREEK POLICE DEPARTMENT,843-863-5200,519 NORTH GOOSE CREEK BOULEVARD,GOOSE CREEK,SC,BERKELEY,-80.0359248,33.0282351
2190,10770836,WAYNESFIELD POLICE DEPARTMENT,419-568-9080,300 NORTH WESTMINSTER STREET,WAYNESFIELD,OH,AUGLAIZE,-83.9750842,40.6025546
2191,10770994,OHIO STATE HIGHWAY PATROL - WAPAKONETA PATROL POST 6,419-738-4324,15472 WAPAK-FISHER ROAD,WAPAKONETA,OH,AUGLAIZE,-84.1558065,40.5535777
2192,10760818,TRIMBLE POLICE DEPARTMENT,731-297-3177,22 NORTH MAIN STREET,TRIMBLE,TN,DYER,-89.1914748,36.2034621
2193,10769703,CLARE COUNTY SHERIFFS OFFICE / CLARE COUNTY JAIL,989-539-7166,255 WEST MAIN STREET,HARRISON,MI,CLARE,-84.8043896,44.0190145
2194,10024869,RIVERSIDE POLICE DEPARTMENT STATION 2,951-353-7941,10540 MAGNOLIA AVENUE,RIVERSIDE,CA,RIVERSIDE,-117.4664655,33.9085503
2195,10770026,REED CITY POLICE DEPARTMENT,231-832-3743,229 EAST LINCOLN STREET,REED CITY,MI,OSCEOLA,-85.5072051,43.8716608
2196,10024724,CALIFORNIA PARKS AND RECREATION LAW ENFORCEMENT - SAN DIEGO COAST DISTRICT,619-688-3260,4477 PACIFIC HIGHWAY,SAN DIEGO,CA,SAN DIEGO,-117.2001059,32.7526614
2197,10760428,BAILEYTON POLICE DEPARTMENT,423-234-6911,6530 HORTON HIGHWAY,GREENEVILLE,TN,GREENE,-82.8381181,36.333099
2198,10833940,CONNECTICUT STATE POLICE TROOP D - KILLINGLY RESIDENT STATE TROOPER,860-779-3900,185 BROAD STREET,DANIELSON,CT,WINDHAM,-71.8802458,41.8040172
2199,10760559,GREENEVILLE POLICE DEPARTMENT,423-639-7111,200 NORTH COLLEGE STREET,GREENEVILLE,TN,GREENE,-82.8281802,36.1638072
2200,10837797,RICHMOND CITY POLICE DEPARTMENT PRECINCT 4,804-646-4105,107 SOUTH 5TH STREET,RICHMOND,VA,RICHMOND CITY,-77.440698,37.5390129
2201,10416562,TOWN OF RAMSEUR POLICE DEPARTMENT,336-824-8663,741 LIBERTY STREET,RAMSEUR,NC,RANDOLPH,-79.6537023,35.7330891
2202,10770112,VERNON POLICE DEPARTMENT,989-288-2300,120 EAST MAIN STREET,VERNON,MI,SHIAWASSEE,-84.0318788,42.9390212
2203,10769323,VIRGINIA BEACH POLICE DEPARTMENT - FIRST PRECINCT,757-385-4141,2509 PRINCESS ANNE ROAD,VIRGINIA BEACH,VA,VIRGINIA BEACH CITY,-76.0582765,36.7536586
2204,10826228,METROPOLITAN NASHVILLE POLICE DEPARTMENT - TACTICAL OPERATIONS SECTION,615-862-7623,2715 TUCKER ROAD,NASHVILLE,TN,DAVIDSON,-86.8260549,36.2083913
2205,10769270,IRON GATE POLICE DEPARTMENT,540-862-0770,401 COMMERCE AVENUE,IRON GATE,VA,ALLEGHANY,-79.7918827,37.800287
2206,10826226,METROPOLITAN NASHVILLE POLICE DEPARTMENT - SOUTH PRECINCT,615-862-7744,5101 HARDING PLACE,NASHVILLE,TN,DAVIDSON,-86.6874497,36.0891285
2207,10770602,MARTINS FERRY POLICE DEPARTMENT,740-633-2121,35 SOUTH 5TH STREET,MARTINS FERRY,OH,BELMONT,-80.7254135,40.0962395
2208,10838927,DONALD W WYATT DETENTION FACILITY,401-729-1190,950 HIGH STREET,CENTRAL FALLS,RI,PROVIDENCE,-71.3839267,41.8924196
2209,10424024,PAGEDALE POLICE DEPARTMENT,314-726-1113,1420 FERGUSON AVENUE,PAGEDALE,MO,ST LOUIS,-90.3070268,38.6821541
2210,10424299,DREXEL POLICE DEPARTMENT,828-437-7421,202 CHURCH STREET,DREXEL,NC,BURKE,-81.6058984,35.7570363
2211,10223113,NATCHITOCHES POLICE DEPARTMENT,318-352-8101,400 AMULET STREET,NATCHITOCHES,LA,NATCHITOCHES,-93.0912878,31.7584867
2212,10760720,PIPERTON POLICE DEPARTMENT,901-861-8424,410 STATE HIGHWAY 57,COLLIERVILLE,TN,FAYETTE,-89.635618,35.0444058
2213,10024946,NORTHERN VIRGINIA COMMUNITY COLLEGE POLICE - ALEXANDRIA,703-845-6270,3001 NORTH BEAUREGARD STREET,ALEXANDRIA,VA,ALEXANDRIA CITY,-77.115467,38.840418
2214,10769290,ONANCOCK POLICE DEPARTMENT,757-787-8577,15 NORTH STREET,ONANCOCK,VA,ACCOMACK,-75.7485978,37.7131265
2215,10770695,PEEBLES POLICE DEPARTMENT,937-587-3191,34 SOUTH NIXON AVENUE,PEEBLES,OH,ADAMS,-83.3991449,38.9452327
2216,10760558,GREENE COUNTY SHERIFFS DEPARTMENT,423-798-1800,116 EAST DEPOT STREET,GREENEVILLE,TN,GREENE,-82.830243,36.1627328
2217,10769588,ALMA DEPARTMENT OF PUBLIC SAFETY,989-463-8317,525 EAST SUPERIOR STREET,ALMA,MI,GRATIOT,-84.6544972,43.3793732
2218,10837779,VIRGINIA BEACH FIRE INVESTIGATION UNIT,757-385-1148,2408 COURTHOUSE DRIVE,VIRGINIA BEACH,VA,VIRGINIA BEACH CITY,-76.0545845,36.7514592
2219,11538357,POLICIA MUNICIPAL DE CIALES,787-871-0114,CARRETERA 149,CIALES,PR,CIALES,-66.467922,18.3376776
2220,10769236,COEBURN POLICE DEPARTMENT,276-395-2111,114 EAST FRONT STREET,COEBURN,VA,WISE,-82.4692321,36.9428386
2221,10478579,SENECA POLICE DEPARTMENT,815-357-1616,303 NORTH CASH STREET,SENECA,IL,LA SALLE,-88.6112814,41.3161347
2222,10048957,LITTLE FLOCK POLICE DEPARTMENT,479-936-7911,1500 LITTLE FLOCK DRIVE,ROGERS,AR,BENTON,-94.137318,36.3769252
2223,10479901,SAN ANTONIO PARKS AND RECREATION DEPARTMENT PARK POLICE - MEDINA RIVER NATURAL AREA,210-207-8590,15890 STATE HIGHWAY 16,SAN ANTONIO,TX,BEXAR,-98.5799686,29.2638699
2224,10770195,BRIDGEPORT POLICE DEPARTMENT,740-635-9999,301 MAIN STREET,BRIDGEPORT,OH,BELMONT,-80.742218,40.071996
2225,10839206,MICHIGAN STATE POLICE DISTRICT 7 POST 75 - HOUGHTON LAKE,989-422-5103,9011 WEST LAKE CITY ROAD,HOUGHTON LAKE,MI,ROSCOMMON,-84.7940502,44.3353422
2226,10769565,HART POLICE DEPARTMENT,231-873-2488,407 SOUTH STATE STREET,HART,MI,OCEANA,-86.3643713,43.6987277
2227,10769620,ALCONA COUNTY SHERIFFS DEPARTMENT / ALCONA COUNTY JAIL,989-724-6271,214 WEST MAIN STREET,HARRISVILLE,MI,ALCONA,-83.2971795,44.6568102
2228,10769841,IOSCO COUNTY SHERIFFS OFFICE / IOSCO COUNTY JAIL,989-362-6164,428 LAKE STREET,TAWAS CITY,MI,IOSCO,-83.5169412,44.2687423
2229,10026518,MISSISSIPPI ALCOHOLIC BEVERAGE CONTROL LAW ENFORCEMENT DIVISION,601-856-1320,1286 GLUCKSTADT ROAD,MADISON,MS,MADISON,-90.0927736,32.5172941
2230,10425767,NORTH CAROLINA BUREAU OF INVESTIGATION - HICKORY OFFICE,828-294-2226,1060 ZION CHURCH ROAD,HICKORY,NC,CATAWBA,-81.3562,35.6910941
2231,10760547,GALLAWAY POLICE DEPARTMENT,901-867-4812,399 MAIN STREET,GALLAWAY,TN,FAYETTE,-89.6161332,35.3260027
2232,10771676,WYOMING POLICE DEPARTMENT,651-462-0577,7665 WYOMING TRAIL,WYOMING,MN,CHISAGO,-92.9498075,45.3332648
2233,10771440,DILWORTH POLICE DEPARTMENT,218-287-2666,500 CENTER AVENUE WEST,DILWORTH,MN,CLAY,-96.7099125,46.8758977
2234,10771402,BRAINERD POLICE DEPARTMENT,218-829-2805,225 EAST RIVER ROAD,BRAINERD,MN,CROW WING,-94.2078866,46.3563121
2235,10760618,LA GRANGE POLICE DEPARTMENT,901-878-1246,20 MAIN STREET,LA GRANGE,TN,FAYETTE,-89.2433435,35.0452269
2236,10841407,HAYDEN LAKE POLICE DEPARTMENT,208-772-2161,9393 NORTH STRAHORN ROAD,HAYDEN LAKE,ID,KOOTENAI,-116.7666829,47.7586535
2237,10771548,MONTEVIDEO POLICE DEPARTMENT,320-269-9402,103 CANTON AVENUE,MONTEVIDEO,MN,CHIPPEWA,-95.7273115,44.9486718
2238,10769663,BRECKENRIDGE POLICE DEPARTMENT,989-842-5657,104 EAST SAGINAW STREET,BRECKENRIDGE,MI,GRATIOT,-84.4788997,43.407706
2239,10027975,GRUETLI-LAAGER POLICE DEPARTMENT,931-924-2077,STATE HIGHWAY 108,GRUETLI-LAAGER,TN,GRUNDY,-85.6666315,35.3712883
2240,10760676,MONTEAGLE POLICE DEPARTMENT,931-924-2077,173 COLLEGE STREET,MONTEAGLE,TN,GRUNDY,-85.8348433,35.2406493
2241,10760932,SOUTH CUMBERLAND STATE PARK - RANGER STATION,931-924-2980,11745 UNITED STATES HIGHWAY 41,MONTEAGLE,TN,GRUNDY,-85.7905845,35.2551026
2242,10826135,NEW YORK CITY POLICE DEPARTMENT - EMERGENCY MEDICAL SQUAD 10,718-626-9320,38-13 NORTHERN BOULEVARD,LONG ISLAND CITY,NY,QUEENS,-73.9249436,40.7525365
2243,10049299,GUY POLICE DEPARTMENT,501-679-4585,405 STATE HIGHWAY 25 NORTH,GREENBRIER,AR,FAULKNER,-92.3395392,35.3200901
2244,10026089,COLORADO STATE UNIVERSITY POLICE DEPARTMENT,970-491-6425,750 MERIDIAN AVENUE,FORT COLLINS,CO,LARIMER,-105.0870949,40.5771286
2245,10309788,BUTLER POLICE DEPARTMENT,478-862-9333,8 CEDAR STREET,BUTLER,GA,TAYLOR,-84.2392307,32.5561697
2246,10833932,GROTON LONG POINT POLICE DEPARTMENT,860-536-4921,3 ATLANTIC AVENUE,GROTON,CT,NEW LONDON,-72.0100211,41.312483
2247,10770030,RICHLAND TOWNSHIP POLICE DEPARTMENT,989-642-5707,1099 NORTH HEMLOCK ROAD,HEMLOCK,MI,SAGINAW,-84.2302478,43.42315
2248,10769859,KENT COUNTY SHERIFFS DEPARTMENT / KENT COUNTY CORRECTIONAL FACILITY,616-632-6100,701 BALL AVENUE NORTHEAST,GRAND RAPIDS,MI,KENT,-85.6317962,42.9751281
2249,10770058,SHIAWASSEE COUNTY SHERIFFS OFFICE / SHIAWASSEE COUNTY JAIL,989-743-3411,201 EAST MCARTHUR STREET,CORUNNA,MI,SHIAWASSEE,-84.1163463,42.9812543
2250,10770295,SAINT CLAIRSVILLE POLICE DEPARTMENT,740-695-0123,100 NORTH MARKET STREET,SAINT CLAIRSVILLE,OH,BELMONT,-80.9002882,40.0812465
2251,10309891,PINE LAKE POLICE DEPARTMENT,404-292-4250,459 PINE DRIVE,PINE LAKE,GA,DEKALB,-84.2068059,33.7876694
2252,10305270,KLICKITAT COUNTY SHERIFFS DEPARTMENT / KLICKITAT COUNTY JAIL,509-773-4545,205 SOUTH COLUMBUS AVENUE,GOLDENDALE,WA,KLICKITAT,-120.8240819,45.8210604
2253,10760682,MOSCOW POLICE DEPARTMENT,901-877-3585,14075 STATE HIGHWAY 57,MOSCOW,TN,FAYETTE,-89.3998047,35.0605449
2254,10770115,VILLAGE OF WALKERVILLE POLICE DEPARTMENT,231-873-5842,121 SOUTH EAST STREET,WALKERVILLE,MI,OCEANA,-86.1236111,43.7138713
2255,11531472,JEROME POLICE DEPARTMENT,928-634-8992,305 MAIN STREET,JEROME,AZ,YAVAPAI,-112.1159504,34.7505187
2256,10833552,STATE UNIVERSITY OF NEW YORK COLLEGE OF AGRICULTURE AND TECHNOLOGY AT COBLESKILL - UNIVERSITY POLICE,518-255-5317,137 WEST MAIN STREET,COBLESKILL,NY,SCHOHARIE,-74.5013546,42.6716658
2257,10842325,WAINWRIGHT POLICE DEPARTMENT,907-763-2911,1239 AIRPORT ROAD,WAINWRIGHT,AK,NORTH SLOPE,-160.0223112,70.6441151
2258,10760705,OAKLAND POLICE DEPARTMENT,901-465-0070,170 DOSS CIRCLE,OAKLAND,TN,FAYETTE,-89.5115207,35.2273717
2259,10760813,TRACY CITY POLICE DEPARTMENT,931-592-9711,50 MAIN STREET,TRACY CITY,TN,GRUNDY,-85.7374888,35.2616025
2260,10771473,GLYNDON POLICE DEPARTMENT,218-498-2727,218 PARKE AVENUE SOUTH,GLYNDON,MN,CLAY,-96.5799232,46.8743769
2261,10760933,PANTHER CREEK STATE PARK RANGER STATION,423-587-7046,2010 PANTHER CREEK PARK ROAD,MORRISTOWN,TN,HAMBLEN,-83.4051669,36.2148275
2262,10026475,WALTERS STATE COMMUNITY COLLEGE CAMPUS POLICE DEPARTMENT,423-585-6752,500 SOUTH DAVY CROCKETT PARKWAY,MORRISTOWN,TN,HAMBLEN,-83.2608219,36.2133195
2263,10760681,MORRISTOWN POLICE DEPARTMENT,423-585-4643,100 WEST 1ST NORTH STREET,MORRISTOWN,TN,HAMBLEN,-83.2936013,36.2147769
2264,10305509,WEST VIRGINIA STATE POLICE TROOP 3 - GLENVILLE DETACHMENT,304-462-7101,4640 STATE HIGHWAY 5 EAST,GLENVILLE,WV,GILMER,-80.7629187,38.9150747
2265,10424340,RIDGELEY POLICE DEPARTMENT,304-738-9400,1 RIDGELEY STREET,RIDGELEY,WV,MINERAL,-78.7693218,39.6453761
2266,10424393,DODDRIDGE COUNTY SHERIFFS OFFICE,304-873-1000,118 EAST COURT STREET,WEST UNION,WV,DODDRIDGE,-80.7745855,39.2940356
2267,10424489,PARKERSBURG POLICE DEPARTMENT,304-424-8444,1 GOVERNMENT SQUARE,PARKERSBURG,WV,WOOD,-81.5625152,39.2637505
2268,10305495,WEST VIRGINIA STATE POLICE TROOP 3 - SUTTON DETACHMENT,304-765-2101,302 DAYS DRIVE,SUTTON,WV,BRAXTON,-80.6560451,38.6983296
2269,10770923,AUGLAIZE COUNTY SHERIFFS DEPARTMENT / AUGLAIZE COUNTY JAIL,419-739-6565,1051 DEARBAUGH AVENUE,WAPAKONETA,OH,AUGLAIZE,-84.208745,40.5595196
2270,10840861,TEXAS DEPARTMENT OF PUBLIC SAFETY - HIGHWAY PATROL REGION 2 DISTRICT C SERGEANT 0 AREA 5,979-543-6878,19692 UNITED STATES HIGHWAY 59,EL CAMPO,TX,WHARTON,-96.2105334,29.2332847
2271,10769722,CRAWFORD COUNTY SHERIFFS OFFICE / CRAWFORD COUNTY JAIL,989-348-4616,200 WEST MICHIGAN AVENUE,GRAYLING,MI,CRAWFORD,-84.7167632,44.659909
2272,10220879,MAINE STATE POLICE TROOP D,207-354-0341,446 MAIN STREET,THOMASTON,ME,KNOX,-69.1956517,44.077225
2273,10826227,METROPOLITAN NASHVILLE POLICE DEPARTMENT - WEST PRECINCT,615-862-7747,6730 CHARLOTTE PIKE,NASHVILLE,TN,DAVIDSON,-86.8863744,36.135787
2274,10769570,FLINT TOWNSHIP POLICE DEPARTMENT,810-600-3250,5200 NORKO DRIVE,FLINT,MI,GENESEE,-83.7789842,42.979495
2275,10770642,NELSONVILLE POLICE DEPARTMENT,740-753-1736,211 LAKE HOPE DRIVE,NELSONVILLE,OH,ATHENS,-82.2409916,39.4586729
2276,10769792,GRAND BLANC TOWNSHIP POLICE DEPARTMENT,810-424-2611,5405 SOUTH SAGINAW ROAD,FLINT,MI,GENESEE,-83.6569366,42.9517013
2277,10760742,ROSSVILLE POLICE DEPARTMENT,901-853-4681,360 MORRISON ROAD,ROSSVILLE,TN,FAYETTE,-89.5519041,35.0439997
2278,10760764,SOMERVILLE POLICE DEPARTMENT,901-465-3205,117 WEST NORTH STREET,SOMERVILLE,TN,FAYETTE,-89.3494419,35.2449534
2279,10760595,JAMESTOWN POLICE DEPARTMENT,931-879-5871,222 SOUTH MAIN STREET,JAMESTOWN,TN,FENTRESS,-84.931887,36.4259011
2280,10770029,RICHFIELD TOWNSHIP DEPARTMENT OF PUBLIC SAFETY,989-389-4071,1410 NORTH SAINT HELEN ROAD,SAINT HELEN,MI,ROSCOMMON,-84.4095738,44.3546348
2281,10770040,ROSE CITY POLICE DEPARTMENT,989-685-3051,310 NORTH WILLIAMS STREET,ROSE CITY,MI,OGEMAW,-84.1158066,44.4237267
2282,10842291,NEW YORK STATE POLICE TROOP K ZONE 3 - CORTLANDT,914-737-7171,1 MEMORIAL DRIVE,CROTON-ON-HUDSON,NY,WESTCHESTER,-73.92038,41.2411311
2283,10771421,CLEARBROOK POLICE DEPARTMENT,218-776-3490,200 ELM STREET,CLEARBROOK,MN,CLEARWATER,-95.4299389,47.6922142
2284,10416560,ASHEBORO POLICE DEPARTMENT,336-626-1300,205 EAST ACADEMY STREET,ASHEBORO,NC,RANDOLPH,-79.8120038,35.7034699
2285,10770042,ROTHBURY POLICE DEPARTMENT,231-894-2385,7804 SOUTH MICHIGAN AVENUE,ROTHBURY,MI,OCEANA,-86.3471288,43.5035362
2286,10836935,THORNTON POLICE DEPARTMENT,254-385-6438,205 EAST 11TH STREET,THORNTON,TX,LIMESTONE,-96.5721867,31.4112799
2287,10760968,NORFOLK SOUTHERN RAILROAD POLICE,423-697-1076,34 SCRUGGS STREET,CHATTANOOGA,TN,HAMILTON,-85.2808935,35.0508267
2288,10026090,CALHAN POLICE DEPARTMENT,719-347-2586,556 COLORADO AVENUE,CALHAN,CO,EL PASO,-104.3008117,39.0353306
2289,10769757,FARMINGTON HILLS POLICE DEPARTMENT,248-871-2600,31655 WEST 11 MILE ROAD,FARMINGTON HILLS,MI,OAKLAND,-83.3603008,42.4841296
2290,10769450,STAUNTON CITY SHERIFFS OFFICE,540-332-3880,113 EAST BEVERLY STREET,STAUNTON,VA,STAUNTON CITY,-79.0711729,38.1499149
2291,10769258,GATE CITY POLICE DEPARTMENT,276-386-6363,176 EAST JACKSON STREET,GATE CITY,VA,SCOTT,-82.5790662,36.6396424
2292,10423167,MANCHESTER POLICE DEPARTMENT,606-598-8411,200 WHITE STREET,MANCHESTER,KY,CLAY,-83.7619859,37.153629
2293,10769763,FLUSHING POLICE DEPARTMENT,810-659-3119,725 EAST MAIN STREET,FLUSHING,MI,GENESEE,-83.8419627,43.0642871
2294,10836056,SUL ROSS STATE UNIVERSITY DEPARTMENT OF PUBLIC SAFETY,432-837-8100,EAST UNITED STATES HIGHWAY 90,ALPINE,TX,BREWSTER,-103.6514919,30.3630957
2295,10769849,JACKSON COUNTY SHERIFFS OFFICE / JACKSON COUNTY JAIL,517-768-7921,212 WEST WESLEY STREET,JACKSON,MI,JACKSON,-84.410001,42.2450867
2296,10760950,PICKETT STATE PARK - RANGER STATION,931-879-5821,4605 PICKETT PARK HIGHWAY,JAMESTOWN,TN,FENTRESS,-84.8031317,36.5358247
2297,10025680,PIEDMONT TRIAD INTERNATIONAL AIRPORT POLICE,336-665-5600,6415 BRYAN BOULEVARD,GREENSBORO,NC,GUILFORD,-79.9365311,36.1053536
2298,10223941,CROSBY POLICE DEPARTMENT,701-965-6359,107 WEST CENTRAL AVENUE,CROSBY,ND,DIVIDE,-103.2961001,48.9130059
2299,10769791,GRAND BLANC CITY POLICE DEPARTMENT,810-694-1111,203 EAST GRAND BLANC ROAD,GRAND BLANC,MI,GENESEE,-83.6309744,42.9261302
2300,10769955,MOUNT MORRIS TOWNSHIP POLICE DEPARTMENT,810-785-1311,5447 BICENTENNIAL DRIVE,MOUNT MORRIS,MI,GENESEE,-83.7393672,43.0876615
2301,10760856,TENNESSEE HIGHWAY PATROL DISTRICT 2 HEADQUARTERS - CHATTANOOGA,423-634-6890,4120 CUMMINGS HIGHWAY,CHATTANOOGA,TN,HAMILTON,-85.3973285,35.0241931
2302,10833864,CONNECTICUT STATE POLICE TROOP E - JEWETT CITY RESIDENT STATE TROOPER,860-376-2583,1 WEDGEWOOD DRIVE,JEWETT CITY,CT,NEW LONDON,-71.9840117,41.6025907
2303,10478246,ELGIN COMMUNITY COLLEGE POLICE DEPARTMENT,847-214-7777,1700 SPARTAN DRIVE,ELGIN,IL,KANE,-88.318299,42.0178712
2304,10837796,RICHMOND CITY POLICE DEPARTMENT PRECINCT 3,804-646-1412,301 SOUTH MEADOW STREET,RICHMOND,VA,RICHMOND CITY,-77.467121,37.5462729
2305,10769090,REGENT UNIVERSITY POLICE DEPARTMENT,757-226-2075,977 CENTERVILLE TURNPIKE,VIRGINIA BEACH,VA,VIRGINIA BEACH CITY,-76.1940684,36.8025222
2306,11538346,POLICIA DE MUNICIPAL DE JAYUYA,787-828-0762,CARRETERA 144,JAYUYA,PR,JAYUYA,-66.5611191,18.2090336
2307,10027626,HACKETT POLICE DEPARTMENT,479-638-7365,102 NORTH MAIN STREET,HACKETT,AR,SEBASTIAN,-94.4141096,35.1868963
2308,11527941,CENTER POINT POLICE,812-835-3818,MOBILE UNIT,CENTER POINT,IN,CLAY,-87.0763552,39.4165164
2309,10771377,AUSTIN CITY POLICE DEPARTMENT,507-437-9400,201 1ST STREET NORTHEAST,AUSTIN,MN,MOWER,-92.9739517,43.667795
2310,10049203,ARKANSAS STATE POLICE TROOP K,501-767-8550,101 MID AMERICA BOULEVARD,HOT SPRINGS,AR,GARLAND,-93.1243833,34.5137528
2311,10769247,EDINBURG POLICE DEPARTMENT,540-984-3434,101 TOWN HALL AVENUE,EDINBURG,VA,SHENANDOAH,-78.5668766,38.8255842
2312,10769283,MOUNT JACKSON POLICE DEPARTMENT,540-477-2242,5901 MAIN STREET,MOUNT JACKSON,VA,SHENANDOAH,-78.642418,38.747014
2313,10769457,WAYNESBORO CITY SHERIFFS OFFICE,540-942-6639,250 SOUTH WAYNE AVENUE,WAYNESBORO,VA,WAYNESBORO CITY,-78.8899293,38.0663173
2314,10771050,OHIO DEPARTMENT OF PUBLIC SAFETY INVESTIGATIVE UNIT - ATHENS DISTRICT OFFICE,740-797-2880,49 JOHNSON ROAD,THE PLAINS,OH,ATHENS,-82.126855,39.3686264
2315,10475687,JOHNSTOWN POLICE DEPARTMENT,970-587-5555,430 SOUTH PARISH AVENUE,JOHNSTOWN,CO,WELD,-104.9069317,40.3298543
2316,10025707,KILL DEVIL HILLS POLICE DEPARTMENT,252-449-5337,102 TOWN HALL DRIVE,KILL DEVIL HILLS,NC,DARE,-75.6640758,36.0110551
2317,10760929,SERGEANT ALVIN CULLUM YORK STATE PARK,931-879-6456,2700 NORTH YORK HIGHWAY,PALL MALL,TN,FENTRESS,-84.9596817,36.5426223
2318,10760497,COWAN POLICE DEPARTMENT,931-962-0110,106 NORTH CHERRY STREET,COWAN,TN,FRANKLIN,-86.0106646,35.165509
2319,10769954,MOUNT MORRIS CITY POLICE DEPARTMENT,810-686-4400,11649 NORTH SAGINAW STREET,MOUNT MORRIS,MI,GENESEE,-83.6951131,43.1182545
2320,10769593,BEAVERTON POLICE DEPARTMENT,989-435-9111,130 SAGINAW STREET,BEAVERTON,MI,GLADWIN,-84.4879718,43.8814654
2321,10760510,DECHERD POLICE DEPARTMENT,931-962-1675,201 SOUTH DIAGONAL STREET,DECHERD,TN,FRANKLIN,-86.0763907,35.2095509
2322,10760532,ESTILL SPRINGS POLICE DEPARTMENT,931-649-2233,308 SOUTH MAIN STREET,ESTILL SPRINGS,TN,FRANKLIN,-86.1233419,35.261707
2323,10833970,CONNECTICUT STATE POLICE TROOP E - NORTH STONINGTON RESIDENT STATE TROOPER,860-848-6500,40 MAIN STREET,NORTH STONINGTON,CT,NEW LONDON,-71.8809284,41.4409593
2324,10771381,BAGLEY POLICE DEPARTMENT,218-694-6150,21 GETCHELL AVENUE SOUTHEAST,BAGLEY,MN,CLEARWATER,-95.3974817,47.5213843
2325,10760965,CSX RAILROAD POLICE DEPARTMENT,423-825-2237,500 WAUHATCHIE PIKE,CHATTANOOGA,TN,HAMILTON,-85.3779704,35.0009476
